Ticker,Date,mean_sent,n_tweets,pos_share,neg_share
MSFT,2021-12-20,0.10670526315789475,19,0.47368421052631576,0.5263157894736842
MSFT,2021-12-22,0.08120000000000001,13,0.6153846153846154,0.15384615384615385
MSFT,2021-12-23,0.5314538461538462,13,0.7692307692307693,0.0
MSFT,2021-12-24,0.6526857142857142,7,1.0,0.0
MSFT,2021-12-25,0.4019,3,1.0,0.0
MSFT,2021-12-26,0.10325384615384615,13,0.23076923076923078,0.0
MSFT,2021-12-27,0.24095555555555556,18,0.7222222222222222,0.05555555555555555
MSFT,2021-12-28,0.3952210526315789,19,0.6842105263157895,0.15789473684210525
MSFT,2021-12-29,0.370175,12,0.8333333333333334,0.0
MSFT,2021-12-30,0.20334,15,0.5333333333333333,0.06666666666666667
MSFT,2021-12-31,0.20208333333333334,30,0.7333333333333333,0.03333333333333333
MSFT,2022-01-01,0.6693571428571429,14,1.0,0.0
MSFT,2022-01-02,-0.253385,20,0.5,0.5
MSFT,2022-01-03,0.16670333333333334,30,0.6666666666666666,0.13333333333333333
MSFT,2022-01-04,0.40158000000000005,5,1.0,0.0
MSFT,2022-01-05,0.47813076923076925,13,0.9230769230769231,0.0
MSFT,2022-01-06,0.09576363636363636,11,0.18181818181818182,0.0
MSFT,2022-01-07,0.18953,30,0.43333333333333335,0.06666666666666667
MSFT,2022-01-08,0.5526529411764706,17,1.0,0.0
MSFT,2022-01-09,-0.18028333333333335,12,0.25,0.5
MSFT,2022-01-10,0.3286,13,0.6923076923076923,0.07692307692307693
MSFT,2022-01-11,0.47076250000000003,16,0.9375,0.0625
MSFT,2022-01-12,0.34199545454545455,22,0.8636363636363636,0.13636363636363635
MSFT,2022-01-13,0.16903636363636362,11,0.36363636363636365,0.09090909090909091
MSFT,2022-01-14,0.15706521739130436,23,0.43478260869565216,0.08695652173913043
MSFT,2022-01-15,0.6716888888888888,9,0.8888888888888888,0.1111111111111111
MSFT,2022-01-16,0.743,6,1.0,0.0
MSFT,2022-01-17,0.016172727272727273,11,0.09090909090909091,0.0
MSFT,2022-01-18,0.4180428571428571,14,0.7857142857142857,0.0
MSFT,2022-01-19,0.30117777777777777,18,0.6111111111111112,0.0
MSFT,2022-01-20,0.22555,4,0.25,0.0
MSFT,2022-01-21,0.1932318181818182,22,0.4090909090909091,0.22727272727272727
MSFT,2022-01-22,0.023540740740740734,27,0.14814814814814814,0.18518518518518517
MSFT,2022-01-23,0.0386,38,0.42105263157894735,0.39473684210526316
MSFT,2022-01-24,0.32572000000000007,30,0.7666666666666667,0.2
MSFT,2022-01-25,-0.05858571428571428,42,0.14285714285714285,0.40476190476190477
MSFT,2022-01-26,0.4677219512195122,41,0.7804878048780488,0.04878048780487805
MSFT,2022-01-27,-0.07675555555555554,18,0.1111111111111111,0.3888888888888889
MSFT,2022-01-28,0.47074,20,0.95,0.05
MSFT,2022-01-29,0.411,15,0.6666666666666666,0.3333333333333333
MSFT,2022-01-30,0.50484,5,1.0,0.0
MSFT,2022-01-31,0.5535866666666667,15,0.6666666666666666,0.0
MSFT,2022-02-01,0.09208095238095237,21,0.47619047619047616,0.47619047619047616
MSFT,2022-02-02,0.372078125,32,0.75,0.15625
MSFT,2022-02-03,0.14737333333333336,60,0.4166666666666667,0.15
MSFT,2022-02-04,0.22930000000000003,27,0.6296296296296297,0.0
MSFT,2022-02-05,0.41125000000000006,6,0.5,0.0
MSFT,2022-02-06,0.08114583333333335,24,0.25,0.20833333333333334
MSFT,2022-02-07,0.40358571428571427,14,0.7142857142857143,0.0
MSFT,2022-02-08,0.13179487179487182,39,0.6923076923076923,0.20512820512820512
MSFT,2022-02-09,0.08271428571428574,14,0.42857142857142855,0.35714285714285715
MSFT,2022-02-10,0.33884444444444445,9,0.7777777777777778,0.0
MSFT,2022-02-11,0.2556424242424242,33,0.6363636363636364,0.30303030303030304
MSFT,2022-02-12,0.32595199999999996,25,0.64,0.0
MSFT,2022-02-13,0.19012857142857145,7,0.42857142857142855,0.0
MSFT,2022-02-14,0.054311999999999985,25,0.48,0.48
MSFT,2022-02-15,0.07335,10,0.2,0.5
MSFT,2022-02-16,0.74844,10,0.9,0.0
MSFT,2022-02-17,0.7034,7,1.0,0.0
MSFT,2022-02-18,0.40967000000000003,10,1.0,0.0
MSFT,2022-02-19,0.41601999999999995,5,1.0,0.0
MSFT,2022-02-20,0.4480470588235294,17,0.7058823529411765,0.0
MSFT,2022-02-21,0.23022222222222222,9,0.7777777777777778,0.0
MSFT,2022-02-22,0.2608105263157895,19,1.0,0.0
MSFT,2022-02-23,0.2993,6,0.6666666666666666,0.3333333333333333
MSFT,2022-02-24,-0.28093636363636365,11,0.2727272727272727,0.7272727272727273
MSFT,2022-02-25,-0.006895238095238084,21,0.47619047619047616,0.38095238095238093
MSFT,2022-02-26,0.0,5,0.0,0.0
MSFT,2022-02-27,-0.5859,5,0.0,1.0
MSFT,2022-02-28,-0.26416666666666666,9,0.0,1.0
MSFT,2022-03-01,0.0,5,0.0,0.0
MSFT,2022-03-02,0.04586666666666667,3,0.6666666666666666,0.0
MSFT,2022-03-03,0.33130624999999997,16,0.6875,0.0
MSFT,2022-03-04,0.24732307692307692,13,0.6153846153846154,0.0
MSFT,2022-03-05,0.4019,9,1.0,0.0
MSFT,2022-03-06,0.1779,7,1.0,0.0
MSFT,2022-03-07,0.1292818181818182,22,0.45454545454545453,0.3181818181818182
MSFT,2022-03-08,-0.052204,25,0.44,0.52
MSFT,2022-03-09,-0.3508555555555556,9,0.1111111111111111,0.8888888888888888
MSFT,2022-03-10,0.33957499999999996,12,0.5833333333333334,0.0
MSFT,2022-03-11,-0.21781363636363638,22,0.3181818181818182,0.6818181818181818
MSFT,2022-03-12,0.12704,20,0.3,0.15
MSFT,2022-03-13,0.6239,1,1.0,0.0
MSFT,2022-03-14,0.3349666666666667,12,0.6666666666666666,0.0
MSFT,2022-03-15,0.3059,12,0.75,0.0
MSFT,2022-03-16,0.239125,8,0.25,0.0
MSFT,2022-03-17,0.24456250000000002,24,0.625,0.0
MSFT,2022-03-18,0.2936076923076923,13,0.38461538461538464,0.0
MSFT,2022-03-19,0.21700000000000003,39,0.7435897435897436,0.0
MSFT,2022-03-20,-0.19053333333333333,15,0.3333333333333333,0.6666666666666666
MSFT,2022-03-21,-0.0016199999999999993,5,0.6,0.4
MSFT,2022-03-22,0.72505,6,0.8333333333333334,0.0
MSFT,2022-03-23,0.15410000000000001,6,0.5,0.5
MSFT,2022-03-24,0.3774666666666667,3,0.6666666666666666,0.0
MSFT,2022-03-25,0.05164137931034483,29,0.27586206896551724,0.2413793103448276
MSFT,2022-03-26,0.27799999999999997,13,1.0,0.0
MSFT,2022-03-27,0.0859125,16,0.25,0.125
MSFT,2022-03-28,0.6369,4,1.0,0.0
MSFT,2022-03-29,0.38251666666666667,42,0.7619047619047619,0.047619047619047616
MSFT,2022-03-30,0.25007857142857143,14,0.42857142857142855,0.42857142857142855
MSFT,2022-03-31,0.36740555555555554,18,0.8333333333333334,0.0
MSFT,2022-04-01,0.3178714285714286,21,0.7619047619047619,0.23809523809523808
MSFT,2022-04-02,-0.3254,3,0.0,1.0
MSFT,2022-04-03,0.0,8,0.0,0.0
MSFT,2022-04-04,0.5719,6,1.0,0.0
MSFT,2022-04-05,0.13998666666666668,15,0.2,0.0
MSFT,2022-04-06,-0.23666363636363635,22,0.18181818181818182,0.7272727272727273
MSFT,2022-04-07,0.19829375,16,0.5625,0.25
MSFT,2022-04-08,0.24563870967741935,31,0.8709677419354839,0.0
MSFT,2022-04-09,0.8000307692307692,13,1.0,0.0
MSFT,2022-04-10,0.065388,25,0.24,0.08
MSFT,2022-04-11,0.2802272727272727,11,0.5454545454545454,0.18181818181818182
MSFT,2022-04-12,0.62707,10,1.0,0.0
MSFT,2022-04-13,0.015256249999999992,16,0.25,0.25
MSFT,2022-04-14,0.660675,16,1.0,0.0
MSFT,2022-04-15,0.018104761904761905,21,0.19047619047619047,0.14285714285714285
MSFT,2022-04-16,0.5057555555555555,27,1.0,0.0
MSFT,2022-04-17,0.0,8,0.0,0.0
MSFT,2022-04-18,0.28534444444444446,9,0.7777777777777778,0.0
MSFT,2022-04-19,-0.1548857142857143,7,0.42857142857142855,0.5714285714285714
MSFT,2022-04-20,0.07416428571428571,42,0.40476190476190477,0.19047619047619047
MSFT,2022-04-21,0.2691375,24,0.5416666666666666,0.0
MSFT,2022-04-22,0.3002102040816327,49,0.673469387755102,0.20408163265306123
MSFT,2022-04-23,0.038358227848101265,79,0.24050632911392406,0.10126582278481013
MSFT,2022-04-24,0.25170919540229886,87,0.6091954022988506,0.16091954022988506
MSFT,2022-04-25,-0.006132989690721649,97,0.16494845360824742,0.07216494845360824
MSFT,2022-04-26,0.11271186440677966,59,0.2711864406779661,0.1694915254237288
MSFT,2022-04-27,0.1850175,40,0.6,0.225
MSFT,2022-04-28,0.11145238095238096,42,0.5238095238095238,0.35714285714285715
MSFT,2022-04-29,0.06348125,32,0.34375,0.34375
MSFT,2022-04-30,0.25,1,1.0,0.0
MSFT,2022-05-01,0.06136666666666667,21,0.6190476190476191,0.38095238095238093
MSFT,2022-05-02,0.2259923076923077,13,0.6153846153846154,0.15384615384615385
MSFT,2022-05-03,-0.011911764705882342,17,0.23529411764705882,0.29411764705882354
MSFT,2022-05-04,0.12616,10,0.2,0.1
MSFT,2022-05-05,0.34739444444444445,18,0.6666666666666666,0.1111111111111111
MSFT,2022-05-06,0.15228333333333333,18,0.4444444444444444,0.1111111111111111
MSFT,2022-05-07,0.3818,3,1.0,0.0
MSFT,2022-05-08,-0.1204736842105263,19,0.21052631578947367,0.631578947368421
MSFT,2022-05-09,-0.2016,27,0.37037037037037035,0.6296296296296297
MSFT,2022-05-10,-0.02327586206896553,29,0.20689655172413793,0.2413793103448276
MSFT,2022-05-11,-0.13771999999999998,30,0.2,0.7
MSFT,2022-05-12,0.26954418604651165,43,0.6511627906976745,0.09302325581395349
MSFT,2022-05-13,-0.0678,17,0.35294117647058826,0.4117647058823529
MSFT,2022-05-14,0.24454,15,1.0,0.0
MSFT,2022-05-15,0.03584000000000001,15,0.4,0.6
MSFT,2022-05-16,0.21402857142857143,7,0.2857142857142857,0.7142857142857143
MSFT,2022-05-17,0.375495,20,0.7,0.3
MSFT,2022-05-18,-0.0018933333333333354,45,0.3111111111111111,0.4888888888888889
MSFT,2022-05-19,0.24044500000000002,20,0.45,0.0
MSFT,2022-05-20,0.4841,18,0.8888888888888888,0.05555555555555555
MSFT,2022-05-21,0.33225714285714286,21,0.7619047619047619,0.0
MSFT,2022-05-22,0.20355499999999999,20,0.55,0.0
MSFT,2022-05-23,0.1217,7,0.14285714285714285,0.0
MSFT,2022-05-24,0.2146826086956522,23,0.6521739130434783,0.08695652173913043
MSFT,2022-05-25,0.41630000000000006,17,0.8823529411764706,0.0
MSFT,2022-05-26,-0.058463157894736856,19,0.3157894736842105,0.631578947368421
MSFT,2022-05-27,0.5475714285714286,14,0.8571428571428571,0.14285714285714285
MSFT,2022-05-28,-0.2840888888888889,9,0.2222222222222222,0.6666666666666666
MSFT,2022-05-29,0.20477272727272727,11,0.9090909090909091,0.0
MSFT,2022-05-30,-0.007649999999999994,16,0.4375,0.5625
MSFT,2022-05-31,0.42691666666666667,6,0.8333333333333334,0.16666666666666666
MSFT,2022-06-01,0.3182,1,1.0,0.0
MSFT,2022-06-02,0.6806235294117647,17,1.0,0.0
MSFT,2022-06-03,0.6864625,16,1.0,0.0
MSFT,2022-06-04,0.1433095238095238,21,0.8095238095238095,0.19047619047619047
MSFT,2022-06-05,-0.2851,10,0.1,0.9
MSFT,2022-06-06,0.3040833333333333,6,0.6666666666666666,0.16666666666666666
MSFT,2022-06-07,0.4385222222222222,9,0.8888888888888888,0.0
MSFT,2022-06-08,0.5435833333333333,12,0.75,0.08333333333333333
MSFT,2022-06-09,0.04437200000000001,25,0.28,0.28
MSFT,2022-06-10,0.030355555555555556,9,0.1111111111111111,0.0
MSFT,2022-06-11,0.22925,10,0.4,0.0
MSFT,2022-06-12,-0.26724761904761907,21,0.047619047619047616,0.47619047619047616
MSFT,2022-06-13,0.047764516129032264,31,0.3225806451612903,0.12903225806451613
MSFT,2022-06-14,0.62205,4,0.75,0.0
MSFT,2022-06-15,0.0,3,0.0,0.0
MSFT,2022-06-16,-0.20203333333333334,18,0.3333333333333333,0.6666666666666666
MSFT,2022-06-17,0.8395,2,1.0,0.0
MSFT,2022-06-18,0.19452777777777777,18,0.2777777777777778,0.0
MSFT,2022-06-19,0.47086666666666666,9,1.0,0.0
MSFT,2022-06-20,0.8047000000000001,5,1.0,0.0
MSFT,2022-06-22,0.1613,2,1.0,0.0
MSFT,2022-06-23,0.7475052631578948,19,1.0,0.0
MSFT,2022-06-25,-0.1580625,8,0.0,0.375
MSFT,2022-06-26,0.18551764705882354,17,0.4117647058823529,0.0
MSFT,2022-06-27,0.3356222222222222,9,0.5555555555555556,0.0
MSFT,2022-06-28,0.4085,7,0.7142857142857143,0.0
MSFT,2022-06-29,0.6408,4,1.0,0.0
MSFT,2022-06-30,0.14450000000000002,7,0.7142857142857143,0.0
MSFT,2022-07-01,0.4887,5,1.0,0.0
MSFT,2022-07-02,0.0,9,0.0,0.0
MSFT,2022-07-03,-0.9042,5,0.0,1.0
MSFT,2022-07-05,0.1779,4,1.0,0.0
MSFT,2022-07-06,0.5695214285714286,14,1.0,0.0
MSFT,2022-07-07,0.2996535714285714,28,0.6071428571428571,0.14285714285714285
MSFT,2022-07-08,0.00915,14,0.07142857142857142,0.07142857142857142
MSFT,2022-07-09,0.5777285714285715,14,1.0,0.0
MSFT,2022-07-10,0.29615,6,1.0,0.0
MSFT,2022-07-11,0.20759000000000002,20,0.5,0.0
MSFT,2022-07-12,0.586625,4,1.0,0.0
MSFT,2022-07-13,0.2515090909090909,11,1.0,0.0
MSFT,2022-07-14,0.8519,6,1.0,0.0
MSFT,2022-07-15,0.4505333333333333,12,0.5833333333333334,0.08333333333333333
MSFT,2022-07-16,0.15006428571428573,14,0.21428571428571427,0.0
MSFT,2022-07-17,0.40042500000000003,12,1.0,0.0
MSFT,2022-07-18,0.16540476190476192,21,0.7619047619047619,0.0
MSFT,2022-07-19,-0.24563333333333334,6,0.3333333333333333,0.6666666666666666
MSFT,2022-07-20,0.1947,12,0.4166666666666667,0.16666666666666666
MSFT,2022-07-21,0.38370625,16,0.9375,0.0625
MSFT,2022-07-22,0.276025,24,0.6666666666666666,0.125
MSFT,2022-07-23,0.18988148148148146,27,0.2962962962962963,0.0
MSFT,2022-07-24,0.12534810126582277,79,0.35443037974683544,0.189873417721519
MSFT,2022-07-25,0.36172777777777776,36,0.7777777777777778,0.0
MSFT,2022-07-26,0.11387027027027029,37,0.3783783783783784,0.24324324324324326
MSFT,2022-07-27,0.43466842105263165,38,0.8157894736842105,0.10526315789473684
MSFT,2022-07-28,0.40067741935483875,31,0.7419354838709677,0.12903225806451613
MSFT,2022-07-29,0.62855,30,1.0,0.0
MSFT,2022-07-30,0.027781249999999997,16,0.4375,0.25
MSFT,2022-07-31,0.149276,25,0.68,0.0
MSFT,2022-08-01,0.123475,12,0.25,0.0
MSFT,2022-08-02,-0.0462375,16,0.125,0.125
MSFT,2022-08-03,0.20290714285714287,28,0.6428571428571429,0.17857142857142858
MSFT,2022-08-04,0.41309999999999997,8,0.875,0.0
MSFT,2022-08-05,0.0,1,0.0,0.0
MSFT,2022-08-07,-0.0174375,8,0.5,0.375
MSFT,2022-08-08,-0.028738461538461525,13,0.38461538461538464,0.6153846153846154
MSFT,2022-08-09,-0.04387727272727273,22,0.09090909090909091,0.3181818181818182
MSFT,2022-08-10,0.1614,18,0.7222222222222222,0.2777777777777778
MSFT,2022-08-11,0.2915,10,1.0,0.0
MSFT,2022-08-12,0.22462500000000002,36,0.6666666666666666,0.027777777777777776
MSFT,2022-08-13,0.17962,35,0.6571428571428571,0.05714285714285714
MSFT,2022-08-14,0.08223333333333334,6,0.16666666666666666,0.16666666666666666
MSFT,2022-08-15,0.06755833333333333,12,0.08333333333333333,0.0
MSFT,2022-08-16,0.507068,25,0.96,0.0
MSFT,2022-08-17,0.31342857142857145,7,0.7142857142857143,0.2857142857142857
MSFT,2022-08-18,0.46925,8,0.875,0.0
MSFT,2022-08-19,0.8384666666666667,6,1.0,0.0
MSFT,2022-08-20,0.21250000000000002,8,0.625,0.0
MSFT,2022-08-21,0.6713266666666667,15,1.0,0.0
MSFT,2022-08-22,-0.12999999999999998,18,0.3888888888888889,0.5555555555555556
MSFT,2022-08-23,0.659875,4,1.0,0.0
MSFT,2022-08-24,0.1514909090909091,11,0.5454545454545454,0.18181818181818182
MSFT,2022-08-25,0.47938333333333333,6,1.0,0.0
MSFT,2022-08-26,0.19151428571428572,7,1.0,0.0
MSFT,2022-08-27,-0.5789,6,0.0,1.0
MSFT,2022-08-28,0.2554470588235294,17,0.8823529411764706,0.0
MSFT,2022-08-29,-0.31412,10,0.1,0.9
MSFT,2022-08-30,0.3136,5,0.4,0.0
MSFT,2022-08-31,-0.16126666666666667,9,0.1111111111111111,0.3333333333333333
MSFT,2022-09-01,0.0,10,0.0,0.0
MSFT,2022-09-02,0.4588,1,1.0,0.0
MSFT,2022-09-03,0.14487692307692307,13,0.5384615384615384,0.0
MSFT,2022-09-04,0.6391555555555555,9,1.0,0.0
MSFT,2022-09-05,0.6705,4,1.0,0.0
MSFT,2022-09-06,-0.08258749999999998,8,0.625,0.375
MSFT,2022-09-07,0.065625,28,0.21428571428571427,0.10714285714285714
MSFT,2022-09-08,0.02551666666666667,6,0.16666666666666666,0.0
MSFT,2022-09-09,0.6597,4,1.0,0.0
MSFT,2022-09-10,0.38117999999999996,5,0.6,0.0
MSFT,2022-09-12,0.24088666666666664,15,0.5333333333333333,0.06666666666666667
MSFT,2022-09-13,0.1784,6,0.6666666666666666,0.3333333333333333
MSFT,2022-09-14,0.5677333333333333,12,0.6666666666666666,0.0
MSFT,2022-09-15,0.25650833333333334,12,0.5,0.4166666666666667
MSFT,2022-09-16,0.5375777777777777,9,0.6666666666666666,0.1111111111111111
MSFT,2022-09-17,0.23279999999999998,20,0.75,0.0
MSFT,2022-09-18,0.5977312499999999,16,0.875,0.0
MSFT,2022-09-19,0.20486216216216216,37,0.2972972972972973,0.02702702702702703
MSFT,2022-09-20,0.2488625,16,0.625,0.0
MSFT,2022-09-21,0.5996727272727272,11,0.8181818181818182,0.0
MSFT,2022-09-22,0.32622121212121213,33,0.8181818181818182,0.18181818181818182
MSFT,2022-09-23,-0.006180000000000002,5,0.2,0.8
MSFT,2022-09-24,0.1553846153846154,26,0.19230769230769232,0.0
MSFT,2022-09-25,-0.11196000000000002,15,0.4,0.6
MSFT,2022-09-26,0.231255,20,0.3,0.0
MSFT,2022-09-27,-0.06812222222222222,9,0.2222222222222222,0.7777777777777778
MSFT,2022-09-28,0.37838260869565216,23,0.6956521739130435,0.13043478260869565
MSFT,2022-09-29,0.4056538461538462,13,0.6923076923076923,0.3076923076923077
PLTR,2021-09-30,0.7264,1,1.0,0.0
PLTR,2021-10-01,0.8715,1,1.0,0.0
PLTR,2021-10-02,0.17,4,0.5,0.0
PLTR,2021-10-03,0.8842,1,1.0,0.0
PLTR,2021-10-04,0.23214999999999997,4,0.5,0.0
PLTR,2021-10-05,0.49657142857142855,7,1.0,0.0
PLTR,2021-10-06,0.5319,7,1.0,0.0
PLTR,2021-10-08,0.8538,1,1.0,0.0
PLTR,2021-10-09,0.48395,4,0.75,0.0
PLTR,2021-10-10,0.5319,2,1.0,0.0
PLTR,2021-10-11,0.4019,1,1.0,0.0
PLTR,2021-10-12,0.3068222222222222,9,1.0,0.0
PLTR,2021-10-14,0.8669142857142857,7,1.0,0.0
PLTR,2021-10-16,0.4993769230769231,13,1.0,0.0
PLTR,2021-10-17,0.872,1,1.0,0.0
PLTR,2021-10-18,0.6328571428571428,7,0.7142857142857143,0.0
PLTR,2021-10-19,0.6460428571428573,7,0.8571428571428571,0.0
PLTR,2021-10-22,0.53885,2,1.0,0.0
PLTR,2021-10-23,0.7564,2,1.0,0.0
PLTR,2021-10-24,0.775,5,1.0,0.0
PLTR,2021-10-25,-0.26595,8,0.125,0.75
PLTR,2021-10-27,0.8807,1,1.0,0.0
PLTR,2021-10-28,0.4341,3,1.0,0.0
PLTR,2021-10-30,0.4447090909090909,11,0.8181818181818182,0.0
PLTR,2021-10-31,0.8748,1,1.0,0.0
PLTR,2021-11-01,0.2716,1,1.0,0.0
PLTR,2021-11-02,0.4037,4,0.5,0.0
PLTR,2021-11-05,0.4431,4,1.0,0.0
PLTR,2021-11-06,0.07794999999999999,14,0.2857142857142857,0.0
PLTR,2021-11-07,0.23027333333333333,45,0.3333333333333333,0.0
PLTR,2021-11-08,0.11742000000000001,5,0.2,0.2
PLTR,2021-11-09,0.8740666666666667,9,1.0,0.0
PLTR,2021-11-11,0.17701250000000002,8,0.875,0.0
PLTR,2021-11-12,0.042366666666666664,3,0.6666666666666666,0.3333333333333333
PLTR,2021-11-13,0.7603,3,1.0,0.0
PLTR,2021-11-14,0.0,23,0.0,0.0
PLTR,2021-11-15,0.5537666666666666,6,1.0,0.0
PLTR,2021-11-16,0.8126,2,1.0,0.0
PLTR,2021-11-17,0.5871,6,1.0,0.0
PLTR,2021-11-18,0.8496499999999999,14,1.0,0.0
PLTR,2021-11-19,0.4663,16,1.0,0.0
PLTR,2021-11-21,0.0,10,0.0,0.0
PLTR,2021-11-22,0.5974111111111111,9,0.8888888888888888,0.1111111111111111
PLTR,2021-11-23,0.9000999999999999,9,1.0,0.0
PLTR,2021-11-24,0.8256285714285714,7,1.0,0.0
PLTR,2021-11-25,0.7003,1,1.0,0.0
PLTR,2021-11-27,0.0,2,0.0,0.0
PLTR,2021-11-28,0.9385,2,1.0,0.0
PLTR,2021-11-30,0.4118,2,0.5,0.0
PLTR,2021-12-01,0.26335,2,0.5,0.0
PLTR,2021-12-02,0.6486,16,0.875,0.0
PLTR,2021-12-04,0.2795,3,0.3333333333333333,0.0
PLTR,2021-12-06,0.0,3,0.0,0.0
PLTR,2021-12-07,0.6082666666666666,6,1.0,0.0
PLTR,2021-12-09,0.7371,8,1.0,0.0
PLTR,2021-12-10,0.9595,1,1.0,0.0
PLTR,2021-12-11,-0.18819999999999998,5,0.6,0.4
PLTR,2021-12-12,0.5145,2,1.0,0.0
PLTR,2021-12-13,0.0,3,0.0,0.0
PLTR,2021-12-14,0.3178,3,0.6666666666666666,0.0
