date,open,high,low,close,adj_close,volume,stock_name,ticker,log_ret_1d,ret_1d,ma_5,ma_20,vol_20,adj_close_t1,y_up_next,mean_sent,n_tweets,pos_share,neg_share
2015-02-02,26.715999603271484,26.825000762939453,26.086000442504883,26.61000061035156,26.42772674560547,75378000.0,GOOGL,GOOGL,-0.010002465016161,-0.0099526067366644,25.98676795959473,25.6258563041687,0.0186948818640786,26.482351303100582,1,0.0,0.0,0.0,0.0
2015-02-03,26.496999740600582,26.872499465942383,26.340499877929688,26.665000915527344,26.482351303100582,47062000.0,GOOGL,GOOGL,0.0020648080258801,0.0020669412099245,26.10703926086426,25.660219383239745,0.0181251454179997,26.124813079833984,0,0.0,0.0,0.0,0.0
2015-02-04,26.65699958801269,26.83749961853028,26.25149917602539,26.30500030517578,26.124813079833984,33896000.0,GOOGL,GOOGL,-0.0135929671405498,-0.0135009999366914,26.24280242919922,25.708535957336423,0.0174355704201162,26.31003761291504,1,0.0,0.0,0.0,0.0
2015-02-05,26.396499633789062,26.534500122070312,26.28199958801269,26.491500854492188,26.31003761291504,33176000.0,GOOGL,GOOGL,0.0070649692359756,0.007089985008315,26.40766487121582,25.76981325149536,0.0174293510405535,26.511150360107425,1,0.0,0.0,0.0,0.0
2015-02-06,26.550500869750977,27.01099967956543,26.4325008392334,26.694000244140625,26.511150360107425,42938000.0,GOOGL,GOOGL,0.007614888143493,0.0076439551380063,26.3712158203125,25.836776447296145,0.0174661100378548,26.2827262878418,0,0.0,0.0,0.0,0.0
2015-02-09,26.55299949645996,26.694000244140625,26.377500534057617,26.464000701904297,26.2827262878418,30314000.0,GOOGL,GOOGL,-0.0086534845397502,-0.0086161509086888,26.342215728759765,25.90768756866455,0.0173220545438868,26.822998046875,1,0.0,0.0,0.0,0.0
2015-02-10,26.607500076293945,27.049999237060547,26.458499908447266,27.007999420166016,26.822998046875,47430000.0,GOOGL,GOOGL,0.0203477273457733,0.0205561536164964,26.41034507751465,26.014699268341065,0.0175749222398634,26.71573638916016,0,0.0,0.0,0.0,0.0
2015-02-11,26.98649978637696,27.09749984741211,26.799999237060547,26.89999961853028,26.71573638916016,38306000.0,GOOGL,GOOGL,-0.0040068859435339,-0.003998869087169,26.528529739379884,26.10457925796509,0.0176236877160246,27.113496780395508,1,0.0,0.0,0.0,0.0
2015-02-12,26.982999801635746,27.41699981689453,26.850000381469727,27.300500869750977,27.113496780395508,48590000.0,GOOGL,GOOGL,0.0147788704213103,0.0148886179082357,26.689221572875976,26.204093074798585,0.0177772833735426,27.369234085083008,1,0.0,0.0,0.0,0.0
2015-02-13,27.3754997253418,27.62700080871582,27.32999992370605,27.558000564575195,27.369234085083008,47382000.0,GOOGL,GOOGL,0.009387898838989,0.0094321033822686,26.86083831787109,26.321160793304443,0.0177192340971688,27.0638370513916,0,0.0,0.0,0.0,0.0
2015-02-17,27.558000564575195,27.64999961853028,27.163000106811523,27.2504997253418,27.0638370513916,39174000.0,GOOGL,GOOGL,-0.0112211283244354,-0.0111584062872207,27.01706047058105,26.40694417953491,0.0179462511939009,26.94664764404297,0,0.0,0.0,0.0,0.0
2015-02-18,27.19099998474121,27.377500534057617,26.977500915527344,27.13249969482422,26.94664764404297,31164000.0,GOOGL,GOOGL,-0.0043395126673089,-0.0043301105872792,27.041790390014647,26.4881591796875,0.0180046490773324,27.13534545898437,1,0.0,0.0,0.0,0.0
2015-02-19,27.12350082397461,27.343000411987305,27.037500381469727,27.32250022888184,27.13534545898437,30834000.0,GOOGL,GOOGL,0.0069782406249179,0.0070026452801865,27.125712203979493,26.55286293029785,0.0175728276412189,26.904436111450195,0,0.0,0.0,0.0,0.0
2015-02-20,27.378999710083008,27.378999710083008,26.905000686645508,27.09000015258789,26.904436111450195,38234000.0,GOOGL,GOOGL,-0.008545954338157,-0.0085095414717754,27.08390007019043,26.56403579711914,0.0162419582052246,26.5667667388916,0,0.0,0.0,0.0,0.0
2015-02-23,26.950000762939453,26.96500015258789,26.600000381469727,26.75,26.5667667388916,32906000.0,GOOGL,GOOGL,-0.0126301202627341,-0.0125506950288724,26.92340660095215,26.546779727935792,0.0163760248798748,26.748018264770508,1,0.0,0.0,0.0,0.0
2015-02-24,26.57749938964844,26.96999931335449,26.549999237060547,26.9325008392334,26.748018264770508,28406000.0,GOOGL,GOOGL,0.0067993230826841,0.0068224909587348,26.86024284362793,26.551571750640868,0.0163067008030387,27.17904281616211,1,0.0,0.0,0.0,0.0
2015-02-25,26.92200088500977,27.478500366210938,26.90049934387207,27.366500854492188,27.17904281616211,40836000.0,GOOGL,GOOGL,0.0159858045884272,0.016114261143574,26.90672187805176,26.616474151611328,0.0151236714652562,27.77294921875,1,0.0,0.0,0.0,0.0
2015-02-26,27.28700065612793,28.006500244140625,27.254499435424805,27.964500427246094,27.77294921875,54032000.0,GOOGL,GOOGL,0.0216163056650281,0.0218516305598048,27.034242630004883,26.73282175064087,0.0149883339276088,27.938804626464844,1,0.0,0.0,0.0,0.0
2015-02-27,27.90749931335449,28.47100067138672,27.85149955749512,28.131500244140625,27.938804626464844,68328000.0,GOOGL,GOOGL,0.0059540720313105,0.005971832750224,27.241116333007813,26.85547571182251,0.0149754170200713,28.554059982299805,1,0.0,0.0,0.0,0.0
2015-03-02,28.350000381469727,28.79949951171875,28.15749931335449,28.7509994506836,28.554059982299805,50406000.0,GOOGL,GOOGL,0.0217825627042406,0.0220215347099053,27.63857498168945,26.94850893020629,0.0119368754527945,28.741270065307617,1,0.0,0.0,0.0,0.0
2015-03-03,28.8174991607666,29.042499542236328,28.52499961853028,28.93950080871582,28.741270065307617,50526000.0,GOOGL,GOOGL,0.0065349392033304,0.0065563385075138,28.03722534179688,27.064186096191406,0.011525576568629,28.718425750732425,0,0.0,0.0,0.0,0.0
2015-03-04,28.848499298095703,29.081499099731445,28.6259994506836,28.91650009155273,28.718425750732425,37964000.0,GOOGL,GOOGL,-0.0007951422455122,-0.0007948262036885,28.34510192871094,27.175989818573,0.0115720071842974,28.87236595153809,1,0.0,0.0,0.0,0.0
2015-03-05,28.981000900268555,29.15999984741211,28.911500930786133,29.07150077819824,28.87236595153809,35918000.0,GOOGL,GOOGL,0.0053460132388433,0.0053603286664045,28.564985275268555,27.313367462158205,0.0108030052273738,28.448787689208984,0,0.0,0.0,0.0,0.0
2015-03-06,29.100000381469727,29.138999938964844,28.60300064086914,28.645000457763672,28.448787689208984,37592000.0,GOOGL,GOOGL,-0.0147793945375514,-0.0146707153490667,28.666981887817386,27.4203049659729,0.011651137160997,28.50837516784668,1,0.0,0.0,0.0,0.0
2015-03-09,28.54599952697754,28.772499084472656,28.45249938964844,28.70499992370605,28.50837516784668,23478000.0,GOOGL,GOOGL,0.0020923619572356,0.0020945524740338,28.65784492492676,27.520166206359864,0.0116253293749195,27.800756454467773,0,0.0,0.0,0.0,0.0
