epoch,train_loss,train_acc,train_precision,train_recall,train_f1,train_auc,val_loss,val_acc,val_precision,val_recall,val_f1,val_auc,lr
1,0.6976359211481534,0.4449848024316109,0.6679764243614931,0.31365313653136534,0.4268675455116133,0.5145291091948353,0.7079972624778748,0.38333333333333336,0.8333333333333334,0.1744186046511628,0.28846153846153844,0.5545485636114911,0.0002
2,0.688755581012139,0.5373860182370821,0.6792452830188679,0.5645756457564576,0.6166246851385391,0.5510142668271603,0.712541937828064,0.32916666666666666,0.8666666666666667,0.0755813953488372,0.13903743315508021,0.556344049247606,0.0002
3,0.6806873633311346,0.5762917933130699,0.6816901408450704,0.6697416974169742,0.6756630991158679,0.5749090645986673,0.7168800830841064,0.32083333333333336,0.9090909090909091,0.05813953488372093,0.1092896174863388,0.5595075239398084,0.0002
4,0.6731010537881118,0.60790273556231,0.6982836495031617,0.7130996309963099,0.7056138749429485,0.58595862028139,0.7192709147930145,0.29583333333333334,0.8,0.023255813953488372,0.04519774011299435,0.5615595075239399,0.0002
5,0.6659350762000451,0.617629179331307,0.7007943512797882,0.7324723247232472,0.7162832656743346,0.5910710644539601,0.7198298573493958,0.3,1.0,0.023255813953488372,0.045454545454545456,0.5660909712722298,0.0002
6,0.6584787873121408,0.6322188449848024,0.7084421235857267,0.7509225092250923,0.729064039408867,0.5929481487328243,0.7175619304180145,0.29583333333333334,1.0,0.01744186046511628,0.03428571428571429,0.5673734610123119,0.0002
7,0.6519424410966727,0.6389057750759879,0.7108433734939759,0.7619926199261993,0.7355298308103295,0.5948326328183068,0.7154788374900818,0.2916666666666667,1.0,0.011627906976744186,0.022988505747126436,0.5701094391244869,0.0001
8,0.6465432322942294,0.6492401215805471,0.7142857142857143,0.7795202952029521,0.7454786060873401,0.598289164709829,0.7120896875858307,0.29583333333333334,1.0,0.01744186046511628,0.03428571428571429,0.5718194254445965,0.0001
9,0.6434818506240845,0.662613981762918,0.7155664221678891,0.8099630996309963,0.7598442232799654,0.6010024271365708,0.7075463831424713,0.325,0.8571428571428571,0.06976744186046512,0.12903225806451613,0.5686559507523941,0.0001
10,0.6407019312565143,0.668693009118541,0.7103825136612022,0.8394833948339483,0.7695560253699789,0.6031368602456078,0.7032457888126373,0.37083333333333335,0.8181818181818182,0.1569767441860465,0.2634146341463415,0.5649794801641588,0.0001
11,0.6382326804674588,0.6662613981762918,0.700074794315632,0.8634686346863468,0.7732342007434945,0.6054390223046615,0.6985079944133759,0.4666666666666667,0.7972972972972973,0.3430232558139535,0.4796747967479675,0.5605335157318742,0.0001
12,0.6362709173789391,0.6790273556231003,0.6974431818181818,0.9059040590405905,0.7881219903691814,0.6082065499799383,0.6945304572582245,0.5041666666666667,0.7572815533980582,0.45348837209302323,0.5672727272727273,0.5566005471956225,0.0001
13,0.6331625030590937,0.6826747720364742,0.6906377204884667,0.9391143911439115,0.7959343236903831,0.6103968927389809,0.6888035833835602,0.5625,0.7278911564625851,0.622093023255814,0.670846394984326,0.5530095759233926,0.0001
14,0.6320723799558786,0.6735562310030395,0.6774821544451655,0.9630996309963099,0.7954285714285714,0.6135393439495893,0.6847065687179565,0.5916666666666667,0.7228915662650602,0.6976744186046512,0.7100591715976331,0.5581822845417237,0.0001
15,0.6296430092591506,0.6693009118541033,0.6702395964691047,0.9806273062730627,0.7962546816479401,0.6169481881984594,0.680156022310257,0.6458333333333334,0.7351351351351352,0.7906976744186046,0.7619047619047619,0.5614740082079342,0.0001
16,0.6278528112631577,0.6680851063829787,0.6672885572139303,0.9898523985239852,0.7971768202080238,0.6206431583032408,0.6757843494415283,0.6541666666666667,0.7329842931937173,0.813953488372093,0.7713498622589532,0.5689124487004105,0.0001
17,0.6252743693498465,0.668693009118541,0.6672873991309746,0.9916974169741697,0.7977736549165121,0.6252113055889917,0.6719739437103271,0.675,0.7326732673267327,0.8604651162790697,0.7914438502673797,0.5733156634746922,0.0001
18,0.6230280032524695,0.668693009118541,0.6668730650154798,0.9935424354243543,0.7980733605038903,0.6295360814570713,0.6673677861690521,0.6833333333333333,0.7307692307692307,0.8837209302325582,0.8,0.5826778385772914,0.0001
19,0.6211308928636404,0.6680851063829787,0.6660493827160494,0.9953874538745388,0.7980769230769231,0.6324943597029553,0.6618326008319855,0.7125,0.7351598173515982,0.936046511627907,0.8235294117647058,0.5894322845417237,0.0001
20,0.6193167934050927,0.6680851063829787,0.6658446362515413,0.996309963099631,0.7982261640798226,0.6375624050358151,0.6576543152332306,0.7083333333333334,0.7297297297297297,0.9418604651162791,0.8223350253807107,0.5950752393980849,0.0001
21,0.6165596613517175,0.668693009118541,0.6662553979025293,0.996309963099631,0.7985212569316081,0.6414875913465017,0.6544888615608215,0.7166666666666667,0.7385321100917431,0.936046511627907,0.8256410256410256,0.599435704514364,0.0001
