epoch,train_loss,train_acc,train_precision,train_recall,train_f1,train_auc,val_loss,val_acc,val_precision,val_recall,val_f1,val_auc,lr
1,0.6922671932440537,0.5491504854368932,0.6021069692058347,0.7467336683417085,0.6666666666666666,0.5030235403664571,0.5408070087432861,0.4979253112033195,0.6481481481481481,0.45751633986928103,0.5363984674329502,0.5456030897207368,0.0002
2,0.6216917725709769,0.49271844660194175,0.5945303210463734,0.5025125628140703,0.5446623093681917,0.4926408458833217,0.547963410615921,0.3775933609958506,1.0,0.0196078431372549,0.038461538461538464,0.5204991087344029,0.0002
3,0.6115531279490545,0.47572815533980584,0.5879194630872483,0.4402010050251256,0.503448275862069,0.48540097116516734,0.5480695366859436,0.37344398340248963,1.0,0.013071895424836602,0.025806451612903226,0.5352792632204397,0.0002
4,0.5655027398696313,0.5424757281553398,0.6399535423925667,0.5537688442211055,0.59375,0.5578612819072392,0.5421952307224274,0.4315352697095436,0.6739130434782609,0.20261437908496732,0.31155778894472363,0.5441176470588234,0.0002
5,0.573587206693796,0.5212378640776699,0.6226190476190476,0.5256281407035176,0.5700272479564032,0.5278398116155049,0.5439601838588715,0.4315352697095436,0.9,0.11764705882352941,0.20809248554913296,0.55325311942959,0.0002
6,0.561456758242387,0.5072815533980582,0.6168582375478927,0.48542713567839196,0.5433070866141733,0.5471461441972496,0.5415338277816772,0.44398340248962653,0.7878787878787878,0.16993464052287582,0.27956989247311825,0.5747177658942364,0.0002
7,0.548529693713555,0.5515776699029126,0.6471264367816092,0.5658291457286432,0.6037533512064344,0.5730705595358108,0.5404277741909027,0.4854771784232365,0.8085106382978723,0.24836601307189543,0.38,0.5938799762329173,0.0001
8,0.5539326988733732,0.5461165048543689,0.6326530612244898,0.5919597989949749,0.6116303219106958,0.552248224276051,0.5401361286640167,0.4896265560165975,0.7586206896551724,0.2875816993464052,0.41706161137440756,0.5921717171717172,0.0001
9,0.5489685535430908,0.5552184466019418,0.6465324384787472,0.5809045226130654,0.6119640021175226,0.5701586031228115,0.5400968194007874,0.46887966804979253,0.7450980392156863,0.24836601307189543,0.37254901960784315,0.5877896613190732,0.0001
10,0.5417744104678814,0.5546116504854369,0.6515679442508711,0.563819095477387,0.6045258620689655,0.5793261868300154,0.5397667288780212,0.46473029045643155,0.7307692307692307,0.24836601307189543,0.37073170731707317,0.5870469399881164,0.0001
11,0.5449732289864466,0.5618932038834952,0.6611570247933884,0.5628140703517588,0.6080347448425625,0.5827899066542512,0.5398554503917694,0.44398340248962653,0.7021276595744681,0.21568627450980393,0.33,0.5768716577540105,0.0001
12,0.5456786430799044,0.5631067961165048,0.6564277588168373,0.5798994974874372,0.615795090715048,0.5726288409890187,0.538825273513794,0.4730290456431535,0.696969696969697,0.3006535947712418,0.4200913242009132,0.5770944741532977,0.0001
13,0.5419961214065552,0.5625,0.6476293103448276,0.6040201005025125,0.625065002600104,0.5802227061802119,0.5381124019622803,0.5062240663900415,0.7236842105263158,0.35947712418300654,0.48034934497816595,0.5940285204991087,5e-05
14,0.5467654558328482,0.5588592233009708,0.6509009009009009,0.5809045226130654,0.6139139670738184,0.5794223798933411,0.5382906496524811,0.49377593360995853,0.746031746031746,0.30718954248366015,0.4351851851851852,0.5997474747474747,5e-05
15,0.5440603655118209,0.5455097087378641,0.6450471698113207,0.549748743718593,0.5935973955507325,0.5753207076731283,0.5381267666816711,0.5020746887966805,0.7538461538461538,0.3202614379084967,0.44954128440366975,0.6068033273915626,5e-05
16,0.5363390766657316,0.5655339805825242,0.6594285714285715,0.5798994974874372,0.6171122994652406,0.5936050851500997,0.5382776856422424,0.48132780082987553,0.75,0.27450980392156865,0.4019138755980861,0.6065805109922757,5e-05
17,0.5372560528608469,0.5637135922330098,0.6642857142857143,0.5608040201005026,0.6081743869209809,0.5904784258197573,0.5383838713169098,0.4730290456431535,0.75,0.2549019607843137,0.3804878048780488,0.6043523469994058,5e-05
18,0.5393847731443552,0.5527912621359223,0.6493055555555556,0.563819095477387,0.6035502958579881,0.5900066950372075,0.5380833745002747,0.4854771784232365,0.7301587301587301,0.3006535947712418,0.42592592592592593,0.605837789661319,5e-05
19,0.5413504655544574,0.5758495145631068,0.6659192825112108,0.5969849246231156,0.629570747217806,0.5999769136648019,0.5377205312252045,0.5062240663900415,0.7428571428571429,0.33986928104575165,0.4663677130044843,0.6069518716577539,2.5e-05
