ticker,model,feature_set,accuracy,f1_weighted,precision_weighted,recall_weighted,roc_auc,tn,fp,fn,tp,best_params
GOOGL,LogReg,Price-only,0.4898989898989899,0.4832736226101156,0.5165573543655736,0.4898989898989899,0.5357402408637874,110,62,140,84,"{""C"": 0.046420436868672005, ""solver"": ""liblinear"", ""class_weight"": ""balanced""}"
GOOGL,LogReg,Price + Sentiment,0.4898989898989899,0.4832736226101156,0.5165573543655736,0.4898989898989899,0.5357402408637874,110,62,140,84,"{""C"": 0.046420436868672005, ""solver"": ""liblinear"", ""class_weight"": ""balanced""}"
MSFT,LogReg,Price-only,0.5050505050505051,0.5013764094432699,0.5007981226297601,0.5050505050505051,0.5111726827265963,74,109,87,126,"{""C"": 0.0008715330155620609, ""solver"": ""liblinear"", ""class_weight"": null}"
MSFT,LogReg,Price + Sentiment,0.494949494949495,0.4870785779876689,0.487319717956551,0.494949494949495,0.4800533620667538,65,118,82,131,"{""C"": 90.62975391543691, ""solver"": ""liblinear"", ""class_weight"": ""balanced""}"
MSFT,LogReg,Price-only,0.5050505050505051,0.5013764094432699,0.5007981226297601,0.5050505050505051,0.5111726827265963,74,109,87,126,"{""C"": 0.0008715330155620609, ""solver"": ""liblinear"", ""class_weight"": null}"
MSFT,LogReg,Price + Sentiment,0.494949494949495,0.4870785779876689,0.487319717956551,0.494949494949495,0.4800533620667538,65,118,82,131,"{""C"": 90.62975391543691, ""solver"": ""liblinear"", ""class_weight"": ""balanced""}"
TSLA,LogReg,Price-only,0.5050505050505051,0.5050631303469096,0.5051015202530355,0.5050505050505051,0.527704081632653,99,97,99,101,"{""C"": 1.52500212498054, ""solver"": ""liblinear"", ""class_weight"": ""balanced""}"
TSLA,LogReg,Price + Sentiment,0.5050505050505051,0.5050631303469096,0.5051015202530355,0.5050505050505051,0.527704081632653,99,97,99,101,"{""C"": 1.52500212498054, ""solver"": ""liblinear"", ""class_weight"": ""balanced""}"
GOOGL,LogReg,Price-only,0.4898989898989899,0.4832736226101156,0.5165573543655736,0.4898989898989899,0.5357402408637874,110,62,140,84,"{""C"": 0.046420436868672005, ""solver"": ""liblinear"", ""class_weight"": ""balanced""}"
GOOGL,LogReg,Price + Sentiment,0.4898989898989899,0.4832736226101156,0.5165573543655736,0.4898989898989899,0.5357402408637874,110,62,140,84,"{""C"": 0.046420436868672005, ""solver"": ""liblinear"", ""class_weight"": ""balanced""}"
MSFT,LogReg,Price-only,0.5404040404040404,0.3818920757922474,0.7521672420406598,0.5404040404040404,0.48913517535082984,1,182,0,213,"{""C"": 59.2227322636962, ""solver"": ""lbfgs"", ""class_weight"": ""balanced"", ""threshold"": 0.35}"
MSFT,LogReg,Price + Sentiment,0.5378787878787878,0.3762501865950142,0.2893135904499541,0.5378787878787878,0.5105569665717438,0,183,0,213,"{""C"": 0.004185822729546971, ""solver"": ""liblinear"", ""class_weight"": null, ""threshold"": 0.3}"
